,Ingredient 1,Ingredient 2,Ingredient 3,Effects
5118,Bee 000a9195,Histcarp 00106e18,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5119,Bee 000a9195,Histcarp 00106e18,Skeever Tail 0003ad6f,"Restore Stamina, Damage Stamina Regen"
5120,Bee 000a9195,Histcarp 00106e18,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5121,Bee 000a9195,Histcarp 00106e18,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5122,Bee 000a9195,Histcarp 00106e18,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5123,Bee 000a9195,Histcarp 00106e18,Tundra Cotton 0003f7f8,"Restore Stamina, Fortify Magicka"
5124,Bee 000a9195,Histcarp 00106e18,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock, Fortify Magicka"
5125,Bee 000a9195,Histcarp 00106e18,Wheat 0004b0ba,"Restore Stamina, Damage Stamina Regen"
5126,Bee 000a9195,Histcarp 00106e18,Yellow Mountain FlowerDG xx002a78,"Restore Stamina, Damage Stamina Regen"
5127,Bee 000a9195,Honeycomb 000b08c5,,"Restore Stamina, Ravage Stamina"
5128,Bee 000a9195,Honeycomb 000b08c5,Luna Moth Wing 000727df,"Restore Stamina, Ravage Stamina, Fortify Light Armor"
5129,Bee 000a9195,Honeycomb 000b08c5,Mora Tapinella 000ec870,"Regenerate Stamina, Restore Stamina, Ravage Stamina"
5130,Bee 000a9195,Honeycomb 000b08c5,Pearl 000854fe,"Fortify Block, Restore Stamina, Ravage Stamina"
5131,Bee 000a9195,Honeycomb 000b08c5,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina, Ravage Stamina"
5132,Bee 000a9195,Honeycomb 000b08c5,Skeever Tail 0003ad6f,"Restore Stamina, Ravage Stamina, Fortify Light Armor"
5133,Bee 000a9195,Honeycomb 000b08c5,Slaughterfish Scales 0003ad70,"Fortify Block, Restore Stamina, Ravage Stamina"
5134,Bee 000a9195,Honeycomb 000b08c5,Trama RootDB xx017008,"Restore Stamina, Ravage Stamina, Weakness to Shock"
5135,Bee 000a9195,Honeycomb 000b08c5,Tundra Cotton 0003f7f8,"Fortify Block, Restore Stamina, Ravage Stamina"
5136,Bee 000a9195,Honeycomb 000b08c5,Void Salts 0003ad60,"Restore Stamina, Ravage Stamina, Weakness to Shock"
5137,Bee 000a9195,Human Flesh 001016b3,Mora Tapinella 000ec870,"Restore Magicka, Regenerate Stamina"
5138,Bee 000a9195,Human Flesh 001016b3,Netch JellyDB xx01cd72,"Paralysis, Restore Stamina"
5139,Bee 000a9195,Human Flesh 001016b3,Pearl 000854fe,"Restore Magicka, Restore Stamina"
5140,Bee 000a9195,Human Flesh 001016b3,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Fortify Sneak"
5141,Bee 000a9195,Human Flesh 001016b3,Purple Mountain Flower 00077e1e,"Restore Stamina, Fortify Sneak"
5142,Bee 000a9195,Human Flesh 001016b3,Void Salts 0003ad60,"Damage Health, Weakness to Shock"
5143,Bee 000a9195,Human Heart 000b18cd,Trama RootDB xx017008,"Weakness to Shock, Damage Magicka"
5144,Bee 000a9195,Human Heart 000b18cd,Void Salts 0003ad60,"Damage Health, Weakness to Shock"
5145,Bee 000a9195,Ice Wraith Teeth 0003ad6a,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Weakness to Fire"
5146,Bee 000a9195,Ice Wraith Teeth 0003ad6a,Sabre Cat Tooth 0006bc04,"Restore Stamina, Fortify Heavy Armor"
5147,Bee 000a9195,Ice Wraith Teeth 0003ad6a,Thistle Branch 000134aa,"Ravage Stamina, Fortify Heavy Armor"
5148,Bee 000a9195,Imp Stool 0004da23,Mora Tapinella 000ec870,"Regenerate Stamina, Lingering Damage Health"
5149,Bee 000a9195,Imp Stool 0004da23,Netch JellyDB xx01cd72,"Paralysis, Restore Stamina"
5150,Bee 000a9195,Imp Stool 0004da23,Orange Dartwing 000bb956,"Restore Stamina, Lingering Damage Health"
5151,Bee 000a9195,Imp Stool 0004da23,ScathecrawDB xx017e97,"Ravage Stamina, Lingering Damage Health"
5152,Bee 000a9195,Imp Stool 0004da23,Void Salts 0003ad60,"Damage Health, Weakness to Shock"
5153,Bee 000a9195,Jazbay Grapes 0006ac4a,Salmon RoeHF xx003545,"Restore Stamina, Fortify Magicka, Regenerate Magicka"
5154,Bee 000a9195,Jazbay Grapes 0006ac4a,Scaly Pholiota 0006f950,"Regenerate Stamina, Weakness to Magic"
5155,Bee 000a9195,Jazbay Grapes 0006ac4a,ScathecrawDB xx017e97,"Ravage Stamina, Ravage Health"
5156,Bee 000a9195,Jazbay Grapes 0006ac4a,Silverside Perch 00106e1c,"Restore Stamina, Ravage Health"
5157,Bee 000a9195,Jazbay Grapes 0006ac4a,Torchbug Thorax 0004da73,"Restore Stamina, Weakness to Magic"
5158,Bee 000a9195,Jazbay Grapes 0006ac4a,Void Salts 0003ad60,"Weakness to Shock, Fortify Magicka"
5159,Bee 000a9195,Juniper Berries 0005076e,Large Antlers 0006bc0a,"Restore Stamina, Damage Stamina Regen"
5160,Bee 000a9195,Juniper Berries 0005076e,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Weakness to Fire"
5161,Bee 000a9195,Juniper Berries 0005076e,Silverside Perch 00106e1c,"Restore Stamina, Damage Stamina Regen"
5162,Bee 000a9195,Large Antlers 0006bc0a,,Restore Stamina
5163,Bee 000a9195,Large Antlers 0006bc0a,Lavender 00045c28,"Fortify Stamina, Restore Stamina"
5164,Bee 000a9195,Large Antlers 0006bc0a,Mora Tapinella 000ec870,"Regenerate Stamina, Restore Stamina"
5165,Bee 000a9195,Large Antlers 0006bc0a,Poison BloomDG xx0185fb,"Restore Stamina, Slow"
5166,Bee 000a9195,Large Antlers 0006bc0a,River Betty 00106e1a,"Restore Stamina, Slow"
5167,Bee 000a9195,Large Antlers 0006bc0a,Salt Pile 00074a19,"Restore Stamina, Slow"
5168,Bee 000a9195,Large Antlers 0006bc0a,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5169,Bee 000a9195,Large Antlers 0006bc0a,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5170,Bee 000a9195,Large Antlers 0006bc0a,Skeever Tail 0003ad6f,"Restore Stamina, Damage Stamina Regen"
5171,Bee 000a9195,Large Antlers 0006bc0a,Slaughterfish Egg 0007e8c5,"Fortify Stamina, Restore Stamina"
5172,Bee 000a9195,Large Antlers 0006bc0a,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5173,Bee 000a9195,Large Antlers 0006bc0a,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5174,Bee 000a9195,Large Antlers 0006bc0a,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock, Slow"
5175,Bee 000a9195,Large Antlers 0006bc0a,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5176,Bee 000a9195,Large Antlers 0006bc0a,Wheat 0004b0ba,"Restore Stamina, Damage Stamina Regen"
5177,Bee 000a9195,Large Antlers 0006bc0a,Yellow Mountain FlowerDG xx002a78,"Restore Stamina, Damage Stamina Regen"
5178,Bee 000a9195,Lavender 00045c28,Orange Dartwing 000bb956,"Ravage Magicka, Restore Stamina"
5179,Bee 000a9195,Lavender 00045c28,ScathecrawDB xx017e97,"Ravage Magicka, Ravage Stamina"
5180,Bee 000a9195,Lavender 00045c28,Spawn AshDB xx01cd6d,"Ravage Magicka, Ravage Stamina"
5181,Bee 000a9195,Lavender 00045c28,Torchbug Thorax 0004da73,"Fortify Stamina, Restore Stamina"
5182,Bee 000a9195,Lavender 00045c28,Void Salts 0003ad60,"Weakness to Shock, Resist Magic"
5183,Bee 000a9195,Lavender 00045c28,Wisp Wrappings 0006bc0e,"Restore Stamina, Resist Magic"
5184,Bee 000a9195,Luna Moth Wing 000727df,Trama RootDB xx017008,"Weakness to Shock, Damage Magicka"
5185,Bee 000a9195,Moon Sugar 000d8e3f,Mora Tapinella 000ec870,"Restore Magicka, Regenerate Stamina"
5186,Bee 000a9195,Moon Sugar 000d8e3f,Pearl 000854fe,"Restore Magicka, Restore Stamina"
5187,Bee 000a9195,Moon Sugar 000d8e3f,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Weakness to Fire"
5188,Bee 000a9195,Moon Sugar 000d8e3f,Purple Mountain Flower 00077e1e,"Resist Frost, Restore Stamina"
5189,Bee 000a9195,Moon Sugar 000d8e3f,Salmon RoeHF xx003545,"Restore Stamina, Regenerate Magicka"
5190,Bee 000a9195,Moon Sugar 000d8e3f,Silverside Perch 00106e1c,"Resist Frost, Restore Stamina"
5191,Bee 000a9195,Moon Sugar 000d8e3f,Small Pearl 00085500,"Resist Frost, Restore Stamina"
5192,Bee 000a9195,Moon Sugar 000d8e3f,Thistle Branch 000134aa,"Resist Frost, Ravage Stamina"
5193,Bee 000a9195,Mora Tapinella 000ec870,,Regenerate Stamina
5194,Bee 000a9195,Mora Tapinella 000ec870,Mudcrab Chitin 0006bc00,"Regenerate Stamina, Restore Stamina"
5195,Bee 000a9195,Mora Tapinella 000ec870,Netch JellyDB xx01cd72,"Regenerate Stamina, Restore Stamina"
5196,Bee 000a9195,Mora Tapinella 000ec870,Orange Dartwing 000bb956,"Regenerate Stamina, Restore Stamina, Lingering Damage Health"
5197,Bee 000a9195,Mora Tapinella 000ec870,Pearl 000854fe,"Restore Magicka, Regenerate Stamina, Restore Stamina"
5198,Bee 000a9195,Mora Tapinella 000ec870,Pine Thrush Egg 00023d6f,"Regenerate Stamina, Restore Stamina"
5199,Bee 000a9195,Mora Tapinella 000ec870,Powdered Mammoth Tusk 0006bc10,"Regenerate Stamina, Restore Stamina"
5200,Bee 000a9195,Mora Tapinella 000ec870,Purple Mountain Flower 00077e1e,"Regenerate Stamina, Restore Stamina"
5201,Bee 000a9195,Mora Tapinella 000ec870,Red Mountain Flower 00077e1d,"Restore Magicka, Regenerate Stamina"
5202,Bee 000a9195,Mora Tapinella 000ec870,Sabre Cat Tooth 0006bc04,"Regenerate Stamina, Restore Stamina"
5203,Bee 000a9195,Mora Tapinella 000ec870,Salmon RoeHF xx003545,"Regenerate Stamina, Restore Stamina"
5204,Bee 000a9195,Mora Tapinella 000ec870,ScathecrawDB xx017e97,"Regenerate Stamina, Ravage Stamina, Lingering Damage Health"
5205,Bee 000a9195,Mora Tapinella 000ec870,Silverside Perch 00106e1c,"Regenerate Stamina, Restore Stamina"
5206,Bee 000a9195,Mora Tapinella 000ec870,Slaughterfish Egg 0007e8c5,"Regenerate Stamina, Lingering Damage Health"
5207,Bee 000a9195,Mora Tapinella 000ec870,Slaughterfish Scales 0003ad70,"Regenerate Stamina, Lingering Damage Health"
5208,Bee 000a9195,Mora Tapinella 000ec870,Small Pearl 00085500,"Regenerate Stamina, Restore Stamina"
5209,Bee 000a9195,Mora Tapinella 000ec870,Spawn AshDB xx01cd6d,"Regenerate Stamina, Ravage Stamina"
5210,Bee 000a9195,Mora Tapinella 000ec870,Taproot 0003ad71,"Restore Magicka, Regenerate Stamina, Fortify Illusion"
5211,Bee 000a9195,Mora Tapinella 000ec870,Thistle Branch 000134aa,"Regenerate Stamina, Ravage Stamina"
5212,Bee 000a9195,Mora Tapinella 000ec870,Torchbug Thorax 0004da73,"Regenerate Stamina, Restore Stamina"
5213,Bee 000a9195,Mora Tapinella 000ec870,Trama RootDB xx017008,"Regenerate Stamina, Weakness to Shock"
5214,Bee 000a9195,Mora Tapinella 000ec870,Vampire Dust 0003ad76,"Restore Magicka, Regenerate Stamina"
5215,Bee 000a9195,Mora Tapinella 000ec870,Void Salts 0003ad60,"Regenerate Stamina, Weakness to Shock"
5216,Bee 000a9195,Mora Tapinella 000ec870,White Cap 0004da22,"Restore Magicka, Regenerate Stamina"
5217,Bee 000a9195,Mora Tapinella 000ec870,Wisp Wrappings 0006bc0e,"Regenerate Stamina, Restore Stamina"
5218,Bee 000a9195,Mudcrab Chitin 0006bc00,,Restore Stamina
5219,Bee 000a9195,Mudcrab Chitin 0006bc00,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5220,Bee 000a9195,Mudcrab Chitin 0006bc00,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5221,Bee 000a9195,Mudcrab Chitin 0006bc00,Slaughterfish Egg 0007e8c5,"Resist Poison, Restore Stamina"
5222,Bee 000a9195,Mudcrab Chitin 0006bc00,Snowberries 0001b3bd,"Restore Stamina, Resist Fire"
5223,Bee 000a9195,Mudcrab Chitin 0006bc00,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina, Resist Fire"
5224,Bee 000a9195,Mudcrab Chitin 0006bc00,Thistle Branch 000134aa,"Resist Poison, Restore Stamina, Ravage Stamina"
5225,Bee 000a9195,Mudcrab Chitin 0006bc00,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5226,Bee 000a9195,Mudcrab Chitin 0006bc00,Troll Fat 0003ad72,"Resist Poison, Restore Stamina"
5227,Bee 000a9195,Mudcrab Chitin 0006bc00,Vampire Dust 0003ad76,"Restore Stamina, Cure Disease"
5228,Bee 000a9195,Mudcrab Chitin 0006bc00,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5229,Bee 000a9195,Mudcrab Chitin 0006bc00,Yellow Mountain FlowerDG xx002a78,"Resist Poison, Restore Stamina"
5230,Bee 000a9195,Namira's Rot 0004da24,Netch JellyDB xx01cd72,"Fear, Restore Stamina"
5231,Bee 000a9195,Namira's Rot 0004da24,Pine Thrush Egg 00023d6f,"Restore Stamina, Fortify Lockpicking"
5232,Bee 000a9195,Namira's Rot 0004da24,Powdered Mammoth Tusk 0006bc10,"Fear, Restore Stamina"
5233,Bee 000a9195,Namira's Rot 0004da24,Trama RootDB xx017008,"Weakness to Shock, Damage Magicka"
5234,Bee 000a9195,Netch JellyDB xx01cd72,,Restore Stamina
5235,Bee 000a9195,Netch JellyDB xx01cd72,Poison BloomDG xx0185fb,"Fortify Carry Weight, Fear, Restore Stamina"
5236,Bee 000a9195,Netch JellyDB xx01cd72,River Betty 00106e1a,"Fortify Carry Weight, Restore Stamina"
5237,Bee 000a9195,Netch JellyDB xx01cd72,Scaly Pholiota 0006f950,"Fortify Carry Weight, Regenerate Stamina, Restore Stamina"
5238,Bee 000a9195,Netch JellyDB xx01cd72,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5239,Bee 000a9195,Netch JellyDB xx01cd72,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5240,Bee 000a9195,Netch JellyDB xx01cd72,Swamp Fungal Pod 0007e8b7,"Paralysis, Restore Stamina"
5241,Bee 000a9195,Netch JellyDB xx01cd72,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5242,Bee 000a9195,Netch JellyDB xx01cd72,Trama RootDB xx017008,"Fortify Carry Weight, Restore Stamina, Weakness to Shock"
5243,Bee 000a9195,Netch JellyDB xx01cd72,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5244,Bee 000a9195,Nightshade 0002f44c,Void Salts 0003ad60,"Damage Health, Weakness to Shock"
5245,Bee 000a9195,Nightshade 0002f44c,Wisp Wrappings 0006bc0e,"Restore Stamina, Fortify Destruction"
5246,Bee 000a9195,Nirnroot 00059b86,Void Salts 0003ad60,"Damage Health, Weakness to Shock, Resist Magic"
5247,Bee 000a9195,Nirnroot 00059b86,Wisp Wrappings 0006bc0e,"Restore Stamina, Resist Magic"
5248,Bee 000a9195,Nordic Barnacle 0007edf5,Orange Dartwing 000bb956,"Restore Stamina, Fortify Pickpocket"
5249,Bee 000a9195,Nordic Barnacle 0007edf5,Salmon RoeHF xx003545,"Restore Stamina, Waterbreathing"
5250,Bee 000a9195,Nordic Barnacle 0007edf5,Trama RootDB xx017008,"Weakness to Shock, Damage Magicka"
5251,Bee 000a9195,Orange Dartwing 000bb956,,Restore Stamina
5252,Bee 000a9195,Orange Dartwing 000bb956,Red Mountain Flower 00077e1d,"Ravage Magicka, Restore Stamina"
5253,Bee 000a9195,Orange Dartwing 000bb956,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5254,Bee 000a9195,Orange Dartwing 000bb956,ScathecrawDB xx017e97,"Ravage Magicka, Restore Stamina, Ravage Stamina, Lingering Damage Health"
5255,Bee 000a9195,Orange Dartwing 000bb956,Slaughterfish Egg 0007e8c5,"Restore Stamina, Fortify Pickpocket, Lingering Damage Health"
5256,Bee 000a9195,Orange Dartwing 000bb956,Slaughterfish Scales 0003ad70,"Restore Stamina, Lingering Damage Health"
5257,Bee 000a9195,Orange Dartwing 000bb956,Spawn AshDB xx01cd6d,"Ravage Magicka, Restore Stamina, Ravage Stamina"
5258,Bee 000a9195,Orange Dartwing 000bb956,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5259,Bee 000a9195,Orange Dartwing 000bb956,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5260,Bee 000a9195,Orange Dartwing 000bb956,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5261,Bee 000a9195,Orange Dartwing 000bb956,White Cap 0004da22,"Ravage Magicka, Restore Stamina"
5262,Bee 000a9195,Pearl 000854fe,,Restore Stamina
5263,Bee 000a9195,Pearl 000854fe,Red Mountain Flower 00077e1d,"Restore Magicka, Restore Stamina"
5264,Bee 000a9195,Pearl 000854fe,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5265,Bee 000a9195,Pearl 000854fe,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5266,Bee 000a9195,Pearl 000854fe,Slaughterfish Scales 0003ad70,"Fortify Block, Restore Stamina"
5267,Bee 000a9195,Pearl 000854fe,Snowberries 0001b3bd,"Restore Stamina, Resist Shock"
5268,Bee 000a9195,Pearl 000854fe,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5269,Bee 000a9195,Pearl 000854fe,Swamp Fungal Pod 0007e8b7,"Restore Stamina, Resist Shock"
5270,Bee 000a9195,Pearl 000854fe,Taproot 0003ad71,"Restore Magicka, Restore Stamina"
5271,Bee 000a9195,Pearl 000854fe,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5272,Bee 000a9195,Pearl 000854fe,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5273,Bee 000a9195,Pearl 000854fe,Tundra Cotton 0003f7f8,"Fortify Block, Restore Stamina"
5274,Bee 000a9195,Pearl 000854fe,Vampire Dust 0003ad76,"Restore Magicka, Restore Stamina"
5275,Bee 000a9195,Pearl 000854fe,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5276,Bee 000a9195,Pearl 000854fe,White Cap 0004da22,"Restore Magicka, Restore Stamina"
5277,Bee 000a9195,Pine Thrush Egg 00023d6f,,Restore Stamina
5278,Bee 000a9195,Pine Thrush Egg 00023d6f,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5279,Bee 000a9195,Pine Thrush Egg 00023d6f,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5280,Bee 000a9195,Pine Thrush Egg 00023d6f,Small Antlers 0006bc0b,"Weakness to Poison, Restore Stamina"
5281,Bee 000a9195,Pine Thrush Egg 00023d6f,Snowberries 0001b3bd,"Restore Stamina, Resist Shock"
5282,Bee 000a9195,Pine Thrush Egg 00023d6f,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5283,Bee 000a9195,Pine Thrush Egg 00023d6f,Spider Egg 0009151b,"Restore Stamina, Fortify Lockpicking"
5284,Bee 000a9195,Pine Thrush Egg 00023d6f,Swamp Fungal Pod 0007e8b7,"Restore Stamina, Resist Shock"
5285,Bee 000a9195,Pine Thrush Egg 00023d6f,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5286,Bee 000a9195,Pine Thrush Egg 00023d6f,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5287,Bee 000a9195,Pine Thrush Egg 00023d6f,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5288,Bee 000a9195,Poison BloomDG xx0185fb,Powdered Mammoth Tusk 0006bc10,"Fear, Restore Stamina"
5289,Bee 000a9195,Poison BloomDG xx0185fb,Scaly Pholiota 0006f950,"Fortify Carry Weight, Regenerate Stamina"
5290,Bee 000a9195,Poison BloomDG xx0185fb,Trama RootDB xx017008,"Fortify Carry Weight, Weakness to Shock, Slow"
5291,Bee 000a9195,Poison BloomDG xx0185fb,Void Salts 0003ad60,"Damage Health, Weakness to Shock"
5292,Bee 000a9195,Poison BloomDG xx0185fb,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Restore Stamina"
5293,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,,Restore Stamina
5294,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5295,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5296,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5297,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina"
5298,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5299,Bee 000a9195,Powdered Mammoth Tusk 0006bc10,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5300,Bee 000a9195,Purple Mountain Flower 00077e1e,,Restore Stamina
5301,Bee 000a9195,Purple Mountain Flower 00077e1e,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5302,Bee 000a9195,Purple Mountain Flower 00077e1e,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5303,Bee 000a9195,Purple Mountain Flower 00077e1e,Slaughterfish Scales 0003ad70,"Resist Frost, Restore Stamina"
5304,Bee 000a9195,Purple Mountain Flower 00077e1e,Snowberries 0001b3bd,"Resist Frost, Restore Stamina"
5305,Bee 000a9195,Purple Mountain Flower 00077e1e,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5306,Bee 000a9195,Purple Mountain Flower 00077e1e,Swamp Fungal Pod 0007e8b7,"Restore Stamina, Lingering Damage Magicka"
5307,Bee 000a9195,Purple Mountain Flower 00077e1e,Thistle Branch 000134aa,"Resist Frost, Restore Stamina, Ravage Stamina"
5308,Bee 000a9195,Purple Mountain Flower 00077e1e,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5309,Bee 000a9195,Purple Mountain Flower 00077e1e,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5310,Bee 000a9195,Purple Mountain Flower 00077e1e,Wheat 0004b0ba,"Restore Stamina, Lingering Damage Magicka"
5311,Bee 000a9195,Red Mountain Flower 00077e1d,Salmon RoeHF xx003545,"Restore Stamina, Fortify Magicka"
5312,Bee 000a9195,Red Mountain Flower 00077e1d,ScathecrawDB xx017e97,"Ravage Magicka, Ravage Stamina"
5313,Bee 000a9195,Red Mountain Flower 00077e1d,Spawn AshDB xx01cd6d,"Ravage Magicka, Ravage Stamina"
5314,Bee 000a9195,Red Mountain Flower 00077e1d,Void Salts 0003ad60,"Damage Health, Weakness to Shock, Fortify Magicka"
5315,Bee 000a9195,River Betty 00106e1a,Scaly Pholiota 0006f950,"Fortify Carry Weight, Regenerate Stamina"
5316,Bee 000a9195,River Betty 00106e1a,Trama RootDB xx017008,"Fortify Carry Weight, Weakness to Shock, Slow"
5317,Bee 000a9195,River Betty 00106e1a,Void Salts 0003ad60,"Damage Health, Weakness to Shock"
5318,Bee 000a9195,River Betty 00106e1a,Wisp Wrappings 0006bc0e,"Fortify Carry Weight, Restore Stamina"
5319,Bee 000a9195,Rock Warbler Egg 0007e8c8,Scaly Pholiota 0006f950,"Regenerate Stamina, Weakness to Magic"
5320,Bee 000a9195,Rock Warbler Egg 0007e8c8,Small Pearl 00085500,"Restore Stamina, Fortify One-handed"
5321,Bee 000a9195,Rock Warbler Egg 0007e8c8,Torchbug Thorax 0004da73,"Restore Stamina, Weakness to Magic"
5322,Bee 000a9195,Sabre Cat Tooth 0006bc04,,Restore Stamina
5323,Bee 000a9195,Sabre Cat Tooth 0006bc04,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5324,Bee 000a9195,Sabre Cat Tooth 0006bc04,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
5325,Bee 000a9195,Sabre Cat Tooth 0006bc04,Slaughterfish Scales 0003ad70,"Restore Stamina, Fortify Heavy Armor"
5326,Bee 000a9195,Sabre Cat Tooth 0006bc04,Small Antlers 0006bc0b,"Weakness to Poison, Restore Stamina"
5327,Bee 000a9195,Sabre Cat Tooth 0006bc04,Spawn AshDB xx01cd6d,"Restore Stamina, Ravage Stamina"
5328,Bee 000a9195,Sabre Cat Tooth 0006bc04,Spriggan Sap 00063b5f,"Fortify Smithing, Restore Stamina"
5329,Bee 000a9195,Sabre Cat Tooth 0006bc04,Thistle Branch 000134aa,"Restore Stamina, Ravage Stamina, Fortify Heavy Armor"
5330,Bee 000a9195,Sabre Cat Tooth 0006bc04,Trama RootDB xx017008,"Restore Stamina, Weakness to Shock"
5331,Bee 000a9195,Sabre Cat Tooth 0006bc04,Void Salts 0003ad60,"Restore Stamina, Weakness to Shock"
5332,Bee 000a9195,Sabre Cat Tooth 0006bc04,White Cap 0004da22,"Restore Stamina, Fortify Heavy Armor"
5333,Bee 000a9195,Salmon RoeHF xx003545,,Restore Stamina
5334,Bee 000a9195,Salmon RoeHF xx003545,Salt Pile 00074a19,"Restore Stamina, Regenerate Magicka"
5335,Bee 000a9195,Salmon RoeHF xx003545,Scaly Pholiota 0006f950,"Regenerate Stamina, Restore Stamina"
5336,Bee 000a9195,Salmon RoeHF xx003545,ScathecrawDB xx017e97,"Restore Stamina, Ravage Stamina"
